item_id,nli_raw_story,nli_raw_acting,nli_raw_visuals,nli_ctr_story,nli_ctr_acting,nli_ctr_visuals,n_reviews,n_story,n_acting,n_visuals
B000062XFG,0.6515,0.4025,0.5297,0.4696,0.1455,0.2064,119,39,17,16
B0000633LO,0.3097,0.5031,0.4925,0.0064,0.1041,0.0501,114,73,60,37
B000063V8R,0.8424,0.8238,0.7884,0.4407,0.1242,0.281,105,38,22,13
B000063V8T,0.7002,0.6599,0.9685,0.4339,0.2515,0.5113,84,26,8,8
B0000640VJ,0.3462,0.5792,0.6795,-0.0618,0.1365,0.0933,154,104,103,35
B0000640VK,0.3472,0.7547,0.673,-0.0625,0.2897,0.2001,148,77,74,39
B0000640VN,0.6349,0.6238,0.7249,0.2027,0.0956,0.0232,218,113,92,19
B0000640VO,0.8206,0.8409,0.8875,0.1728,0.0167,0.1114,266,197,138,128
B00006422R,0.7926,0.9047,0.7878,0.4773,0.0714,-0.0255,127,64,22,12
B000065V3K,0.8086,0.7115,0.0118,0.4596,0.1662,-0.0981,112,50,32,7
B00006681E,0.4263,0.5737,0.7452,-0.0245,0.0295,0.1772,162,111,106,65
B000066HAS,0.6483,0.8397,0.5144,0.0299,0.1446,-0.1373,107,73,68,9
B000067DNC,0.7909,0.7364,0.8007,0.5267,0.0322,0.0942,132,68,21,11
B000067IVT,0.5102,0.5445,0.3995,0.3156,0.0842,-0.0998,92,58,23,13
B000067J3S,0.3864,0.7844,0.7445,-0.1401,0.2574,0.0273,127,74,79,23
B000067S1H,0.7448,0.7417,0.3985,0.3622,0.1523,0.0712,145,64,43,10
B000068DBD,0.6824,0.8041,0.6855,0.0035,0.1808,0.1236,181,83,93,27
B000068DBE,0.895,0.8924,0.89,0.3919,0.0784,0.0245,129,75,44,12
B000068TSI,0.7175,0.7559,0.605,0.2703,0.1241,-0.0366,296,140,105,54
B00006953K,0.3801,0.785,0.7445,-0.1537,0.2513,0.0273,119,73,78,23
B000069I5V,0.0077,0.0639,0.3684,-0.0576,0.0172,0.0643,142,80,72,35
B00006AGHD,0.6665,0.7814,0.791,0.0502,0.1838,0.0253,218,112,135,58
B00006AUHZ,0.6523,0.7344,0.7287,0.1529,0.1154,0.0212,230,131,110,40
B00006AUJR,0.53,0.7619,0.6543,0.0335,0.1526,0.0461,155,102,83,19
B00006AUMZ,0.5527,0.7961,0.7288,0.0352,0.1565,0.0531,148,99,80,18
B00006CXSS,0.8851,0.8785,0.8216,0.438,0.1182,0.0747,371,189,105,63
B00006FDCP,0.6745,0.8683,0.4702,0.0885,0.3025,-0.0162,250,110,113,23
B00006FI0S,0.2025,0.0441,0.3038,0.0898,-0.0994,0.1297,162,103,69,47
B00006JE59,0.7261,0.9018,0.8303,0.2925,0.2664,0.0819,356,122,78,34
B00006LA87,0.3199,0.6049,0.5226,-0.0559,0.2679,0.0903,188,98,116,47
B00006LPHA,-0.2901,-0.2803,0.154,-0.1125,0.0314,0.1029,144,101,67,31
B00006NT1R,0.6245,0.7842,0.5443,0.2732,0.2167,0.085,178,95,54,12
B00006RCNX,0.7576,0.7816,0.6525,0.3575,0.0706,-0.1663,94,59,32,9
B00006ZXSK,0.8734,0.8876,0.8596,0.4147,0.0433,0.0025,274,166,89,38
B00007I6FP,0.8317,0.8731,0.5342,0.3522,0.1664,-0.1335,85,43,28,9
B00007JGFY,0.8712,0.9048,0.8738,0.6467,0.0543,0.1412,112,57,12,6
B00007JMD8,0.9142,0.8836,0.8142,0.2431,0.1301,-0.006,91,42,34,30
B00007L4OF,0.7674,0.9426,0.7946,0.107,0.3085,0.0408,113,60,64,16
B000083C6V,0.5164,0.4635,0.6714,0.3854,0.0128,0.2985,181,105,21,19
B0000897EG,0.3514,0.3748,0.5898,0.1151,0.0809,0.1535,111,62,58,12
B00008AOVL,0.4676,0.6687,0.7846,0.0636,0.1736,0.1636,172,70,74,45
B00008DDSC,0.523,0.6459,0.4229,0.1392,0.1452,0.0354,187,96,78,17
B00008DDVU,0.056,0.0608,-0.1391,0.0472,0.0285,0.0025,195,123,46,25
B00008EY9G,0.5268,0.7201,0.6073,0.066,0.1619,-0.0029,159,109,88,25
B00008G8A7,0.4912,0.5996,0.5469,0.0426,0.0946,0.0137,189,100,91,27
B00008KDGZ,0.5048,0.6394,0.6023,0.1149,0.0883,0.0191,140,84,61,13
B00008MOUP,0.4539,0.5224,0.8161,-0.0825,-0.0102,0.2471,119,47,58,54
B00008NRI7,0.5975,0.5678,0.7083,0.1015,0.0176,0.031,141,71,64,11
B00008PW1F,0.6544,0.7929,0.3994,0.2755,0.1209,0.0295,121,60,35,6
B00008W64E,0.6708,0.7776,0.827,0.0613,0.056,0.1222,355,215,198,158
B00008YGRU,0.6006,0.6804,0.4961,0.3404,0.1726,-0.1224,233,115,61,11
B00008YNI2,-0.357,0.1023,-0.233,-0.1298,0.2615,0.0523,112,58,55,47
B00008YOD2,0.2001,0.1423,0.0343,0.1732,0.1008,0.018,150,94,64,27
B000096IBT,0.5259,0.645,0.6323,0.0582,0.0994,0.0908,150,89,81,40
B00009IB3B,0.5634,0.5879,0.5767,0.1082,0.0901,0.0936,156,104,94,30
B00009OOFB,0.1932,0.2818,0.3235,0.0011,0.0169,0.0809,177,104,87,56
B00009RG46,0.6179,0.6868,0.8465,-0.0211,-0.0036,0.2127,200,113,112,133
B00009W2GQ,0.1053,0.1297,0.5891,-0.0176,-0.0473,0.2414,250,174,110,98
B0000A5BSU,0.2464,0.3463,0.2699,0.129,0.1622,0.0672,153,82,60,44
B0000AKCKI,0.6115,0.6905,0.7072,0.124,0.1249,0.031,202,119,101,22
B0000C2IQB,0.8623,0.3546,0.8459,0.7186,-0.2698,0.1975,91,29,3,5
B0000CABE6,0.2225,0.4272,0.5659,-0.038,0.1085,0.1387,131,69,74,51
B0000D9PNX,0.5493,0.8133,0.84,0.041,0.135,0.1068,139,74,65,53
B0000DKMK0,0.4797,0.5333,0.6445,0.036,0.0292,0.1213,452,271,236,182
B0000E2PVR,0.1932,0.7583,,0.0513,0.2759,,95,34,10,0
B0000SX9MS,0.3982,0.6072,0.4517,0.048,0.1437,0.0731,66,42,33,21
B0000TPA6K,0.645,0.3333,-0.1914,0.4429,-0.0036,0.012,81,40,24,5
B0000UI2NM,0.2939,0.2734,0.578,0.0218,-0.0256,0.1622,326,208,168,147
B0000VCZK2,0.6777,0.6232,0.9198,0.2222,0.0593,0.3951,327,100,29,82
B0000VCZNE,0.009,-0.0842,0.3233,0.0533,-0.0554,0.1115,154,104,85,41
B0000VD02E,0.6066,0.5851,0.7282,0.1639,0.0497,0.1497,204,115,77,71
B0000VJG72,0.4309,0.6087,0.6941,0.0976,0.2275,0.0284,210,96,82,20
B0000YTP02,0.8458,0.8334,0.7014,0.2966,0.0914,-0.1412,320,171,123,28
B00011V8HW,0.8307,0.9422,0.6725,0.3697,0.1124,-0.1835,77,36,20,3
B000127LW2,0.6416,0.6155,0.4212,0.3251,0.0129,-0.039,155,83,39,12
B00014NF02,0.2852,0.71,0.7538,-0.0795,0.2892,-0.0473,143,90,78,15
B00015HVI8,0.7257,0.7491,0.8007,0.562,0.0128,-0.058,93,50,9,5
B00016MSVM,0.7248,0.7951,0.7272,0.0709,0.1778,-0.0046,185,94,100,54
B00018U9FW,0.7014,0.7155,0.7666,0.1322,0.076,-0.0947,174,123,111,22
B00019HOR2,0.0114,-0.0656,0.3691,0.0483,-0.0468,0.1163,149,100,81,38
B0001A79G2,0.0794,-0.0415,0.5865,0.0603,-0.0493,0.3332,117,58,47,31
B0001DA0B0,0.4666,0.3425,0.5622,0.3912,-0.0007,0.1677,64,15,6,7
B0001GF2F6,0.5711,0.5888,0.5119,0.3459,0.1252,-0.0655,107,67,36,5
B0001JXOVC,0.6527,0.7767,0.8465,0.0339,0.1058,0.1015,366,210,205,142
B0001K2L4W,0.552,0.6251,0.8114,-0.0468,-0.0128,0.1681,146,85,80,84
B0001KL5DA,0.6121,0.8421,0.3041,0.2883,0.294,-0.2632,81,44,24,7
B0001KL60C,0.6136,0.4545,0.7149,0.3734,-0.155,0.29,251,112,28,44
B0001MDP36,0.3629,0.5338,0.5964,-0.0326,0.1064,0.0507,266,157,152,84
B0001NBNFW,0.4265,0.1516,0.4858,0.2669,-0.083,-0.1041,131,59,27,7
B0001VL0KC,0.6156,0.6428,0.7879,0.1784,0.0149,0.328,375,117,47,102
B0001WTWDI,0.7787,0.8624,0.8937,0.2202,0.1739,0.0594,213,134,110,23
B0001Z3TS4,0.5238,0.5797,0.5671,0.1079,0.1068,0.0254,444,225,207,106
B0001ZX0OM,0.2513,0.6277,0.4377,-0.1143,0.2786,0.0645,276,159,184,51
B00020BVYW,0.7883,0.6584,0.9231,0.365,0.0173,0.1043,99,69,34,24
B000274T94,0.4194,0.5513,0.5352,0.0684,0.161,0.1762,124,54,51,16
B00027SIUK,0.437,0.4789,0.5245,0.0823,0.0283,0.0405,263,161,123,91
B00029NLGY,0.5836,0.6446,0.4579,0.2904,0.1002,0.1054,118,63,34,8
B0002COTDA,0.9016,0.9498,0.7848,0.3509,0.1228,0.0093,60,33,20,9
B0002DB52M,-0.0907,0.2632,-0.1419,-0.0889,0.2197,-0.1112,116,61,53,27
B0002ERXC2,0.6235,0.7041,0.4127,0.3324,0.1456,-0.0622,367,204,108,27
B0002KVUKW,0.1558,0.1569,0.4752,0.0005,-0.0373,0.2495,422,237,192,185
B0002MJT0I,0.7056,0.7439,0.8266,0.2718,0.0674,0.0322,320,193,116,39
B0002NY8PI,0.8727,0.8853,0.8252,0.5222,0.0741,0.0234,122,54,21,10
B0002T7YEY,0.4097,0.3113,0.579,0.1577,0.0348,-0.0302,143,64,60,20
B0002VEUTY,0.2891,0.1691,0.5967,0.0132,-0.0714,0.1966,215,102,89,77
B0002WYTWG,0.7459,0.7259,0.7399,0.2203,0.0301,0.2181,453,165,103,122
B0002WZTCA,0.6483,0.5851,0.8279,0.4576,0.1363,0.0824,93,38,14,5
B0002XVQSU,0.6669,0.6893,0.6271,0.4282,0.1445,0.0845,203,77,32,5
B0002Y69LI,0.6043,0.6904,0.8585,-0.0218,-0.0042,0.2055,191,109,107,126
B0002YLC1U,0.7306,0.8216,0.6313,0.3088,0.1253,0.0282,223,105,62,40
B0002YLC24,0.649,0.846,0.7904,0.1005,0.0756,-0.0317,114,66,47,17
B0002YLCFQ,0.3032,0.4296,0.4123,-0.0118,0.019,0.1306,273,177,145,105
B0002Z16HY,0.4485,0.7354,0.6279,-0.053,0.209,0.0284,169,96,95,40
B0006210ZG,0.2724,0.4765,0.2677,-0.0304,0.1721,0.0138,140,80,84,17
B00062IDCO,0.4954,0.5034,0.6116,0.327,0.167,0.0279,95,41,20,5
B00064LJVO,0.0726,0.3273,0.5416,-0.082,0.079,0.1581,304,242,178,88
B00066FPCG,0.7471,0.7218,0.0366,0.4121,0.0526,-0.2085,120,50,25,15
B00068NVMK,0.7833,0.7809,0.7007,0.4468,0.1072,0.1431,144,68,23,24
B0006A9FKA,0.6992,0.7522,0.8233,0.2699,0.0779,0.0314,305,185,110,38
B0006H328E,0.1693,0.0583,0.294,0.1218,0.1271,0.1808,115,26,20,12
B00076SCPW,0.4061,0.4562,0.4219,0.1391,-0.0211,0.0391,182,81,36,47
B0007A0F4E,-0.0731,-0.1725,-0.3396,0.0781,0.0424,0.0043,147,86,59,19
B0007CNXUK,0.7855,0.8993,0.7698,0.1622,0.1615,-0.1144,264,158,136,31
B0007IF19K,0.7555,0.841,0.6203,0.0586,0.1329,-0.0394,219,139,140,54
B0007LPLMY,0.2513,0.0091,0.2968,0.2119,-0.0615,0.0767,180,112,61,32
B0007N1BBC,0.9226,0.899,0.9288,0.1914,0.014,-0.0309,91,69,57,25
B0007P0XBO,-0.3288,-0.1721,0.3985,-0.0806,0.0555,0.2606,159,98,96,25
B0007P0Y7W,0.2507,0.3918,0.4271,-0.0011,0.067,0.0694,164,91,77,56
B0007P14OE,0.6518,0.6528,0.5043,0.3712,0.1065,0.0018,199,91,42,15
B0007Q6VXC,0.4758,0.6401,0.8166,-0.0768,-0.035,0.2052,137,90,78,102
B0007QS22K,0.5398,0.5801,0.5622,0.4088,0.0279,0.1677,59,14,5,7
B0007R4T3U,0.5481,0.814,0.4712,0.0699,0.3236,-0.0337,183,106,113,25
B0007R6Y06,0.2243,0.3796,0.7679,0.0394,-0.0508,0.4715,110,35,17,25
B0007RUSGW,0.2597,0.5616,0.6131,-0.0877,0.1458,0.0867,195,125,117,35
B0007TKH66,0.4856,0.3314,0.2913,0.331,0.023,0.1153,211,104,50,21
B0007V6ITE,0.0506,0.05,0.2602,0.023,0.0407,0.1719,145,85,83,39
B0007Y08P6,0.8963,0.9274,0.8994,0.6451,0.3778,-0.0252,61,19,7,1
B00092ZSQK,0.4776,0.6028,0.4383,0.0054,0.1829,-0.0009,133,77,83,34
B00094AS9A,0.872,0.8965,0.8644,0.3048,0.1029,0.0431,182,113,81,20
B00094AS9U,0.7157,0.5066,0.6879,0.2609,-0.0017,0.0368,101,60,42,34
B00097DXFS,0.7473,0.6928,0.9875,0.3961,0.124,0.0427,95,51,30,3
B000980GR0,0.6495,0.4346,0.4894,0.4924,0.0786,0.297,144,62,22,8
B0009AK57Y,0.7713,0.7094,0.4637,0.4175,0.0715,-0.121,198,112,57,29
B0009B0GYA,0.3091,0.3793,0.4845,0.0236,0.0895,0.0776,279,180,165,103
B0009DWL96,0.5023,0.5479,0.114,0.2172,0.1407,-0.1329,141,67,47,9
B0009ESTDW,0.5325,0.6659,0.8617,0.0815,0.0345,0.2841,390,186,133,118
B0009ETCVA,-0.0413,0.0837,0.1498,-0.0307,0.0769,0.1057,122,73,59,34
B0009I7NGW,0.479,0.6102,0.6907,0.2029,0.1411,0.2434,143,70,38,13
B0009KA7BS,0.3795,0.3594,0.567,0.0811,0.0066,0.1136,371,180,153,105
B0009NJFPO,0.7136,0.7866,0.7232,0.0675,0.179,-0.0051,174,88,94,53
B0009NSCRQ,0.7492,0.6154,0.0258,0.3056,0.085,-0.3448,129,40,30,11
B0009PBLRM,0.7116,0.5066,0.6879,0.2491,-0.0017,0.0368,100,59,42,34
B0009PLLN6,-0.3557,-0.3129,0.178,-0.0575,-0.031,0.2205,196,127,116,71
B0009S4IHY,0.6994,0.7849,0.9105,0.0329,0.0123,0.1837,131,66,56,47
B0009UC7HA,0.4321,0.4718,0.6634,0.0989,0.0824,0.1833,187,97,84,47
B0009UC7MK,0.7681,0.914,0.8317,0.5952,0.1876,-0.0853,52,21,5,1
B0009WK5CW,0.6667,0.6803,0.5544,0.1603,0.0733,0.009,393,218,182,82
B0009X7BD2,0.4482,0.5683,0.6422,0.0762,0.1374,0.0622,152,83,77,31
B0009XRZ9M,0.6372,0.47,0.6805,0.255,-0.0652,0.1894,407,153,73,131
B000A0GYUU,0.7533,0.8268,0.8188,0.1823,0.0984,0.075,97,63,39,37
B000A2WP7O,0.6797,0.7043,0.7864,0.2197,0.1555,0.0925,103,34,25,18
B000A343RI,0.1798,0.2786,0.3714,-0.0078,0.0732,0.1071,108,69,63,9
B000A3XY5A,0.2484,0.5841,0.6077,-0.0659,0.1951,0.1309,363,222,183,42
B000A59PMO,0.815,0.8517,0.5345,0.3554,0.085,-0.1261,163,111,65,15
B000A6CLL0,0.5877,0.5316,0.5796,0.388,0.0143,0.1114,118,58,22,14
B000A6T1X6,0.6109,0.6512,0.6025,0.2811,0.1337,0.0352,155,87,52,25
B000A8NZ0O,0.3607,0.5579,0.621,0.0326,0.067,0.09,240,140,102,74
B000AA4JKW,0.0748,0.3403,0.2278,-0.0791,0.1292,0.0869,135,85,73,44
B000AE4QD8,0.8613,0.7394,0.9466,0.5546,0.1802,0.3086,84,53,24,12
B000BKDNX0,0.5762,0.6998,0.5517,0.1737,0.2039,-0.0088,97,55,45,23
B000BMY2NS,0.0263,0.0854,0.3493,-0.0315,0.0598,0.1342,167,80,36,30
B000BOH98G,0.8171,0.7964,0.7309,0.5665,0.1186,0.0245,147,76,19,13
B000BVM1SC,0.5184,0.6702,0.6237,0.0078,0.1228,-0.0248,194,128,126,33
B000BYA5GE,0.2261,0.5296,0.2455,0.0015,0.2155,-0.0274,167,95,68,21
B000BYRCR4,0.2509,0.2956,0.3745,0.0234,0.0379,0.062,396,233,171,139
B000C65Z20,0.0389,0.4065,0.4557,-0.1435,0.1673,0.0814,166,104,107,59
B000CCRMNE,0.7623,0.8313,0.865,0.3079,0.2254,-0.0637,92,28,21,3
B000CCW2VQ,0.7564,0.5565,0.4099,0.398,0.071,0.0099,76,27,12,16
B000CEXEWU,0.5881,0.5687,0.7964,0.0717,-0.0698,0.23,206,97,62,90
B000E1E7UE,0.7276,0.3654,0.8847,0.4717,0.0039,-0.0256,69,26,6,7
B000E1MTYU,0.3471,0.3651,0.6561,0.059,-0.0004,0.1693,437,253,188,135
B000E1MTZE,0.7224,0.6645,0.7107,0.4076,-0.1132,0.3625,92,23,9,16
B000E1ZK5A,0.5567,0.5749,0.5163,0.165,0.0846,0.0996,164,79,67,53
B000E372ZY,0.4612,0.5874,0.7452,0.1335,0.1728,0.2121,379,113,85,53
B000E5KJDE,0.4408,0.4156,0.7056,0.063,0.0058,0.2581,315,129,110,109
B000E6EK3S,0.5064,0.4714,0.6411,0.1969,0.0511,0.1187,377,190,129,91
B000E6ESIK,0.7278,0.8012,0.6731,0.5349,-0.0238,0.3408,70,16,2,9
B000E991HA,0.1414,0.3048,0.5731,-0.0824,0.0522,0.2412,184,102,91,79
B000EBCJN6,0.7163,0.9017,0.8411,0.3345,0.1539,-0.059,176,87,42,12
B000EULJZ6,0.8217,0.8829,0.6545,0.2678,0.1461,-0.1619,92,37,27,3
B000EULSR0,0.6306,0.7738,0.4883,0.3173,0.2328,0.0377,223,120,76,24
B000FAOC2M,0.2392,0.3374,0.4522,-0.0101,0.0006,0.0051,141,83,71,48
B000FGGE7C,-0.0271,0.0777,0.3549,-0.0736,-0.0298,0.1315,145,86,69,64
B000FIMG68,0.5839,0.624,0.7055,0.3653,0.1103,-0.0367,101,57,24,11
B000FL7C82,0.4649,0.7949,0.6283,0.1929,0.229,0.0117,138,64,34,17
B000FO0AHO,0.6701,0.8495,0.7333,0.0592,0.3384,0.0763,155,63,84,34
B000FTCLSU,0.7864,0.8962,0.5272,0.4657,0.2457,-0.149,185,81,40,10
B000G6BLWE,0.8393,0.869,0.8964,0.237,0.1936,0.1293,137,50,43,12
B000GTJT0C,0.0229,0.2598,0.4902,-0.0892,0.0872,0.18,273,136,145,93
B000GYI3PY,0.8652,0.8586,0.5912,0.4507,0.138,-0.0425,171,104,63,13
B000HWZ4HU,0.737,0.7156,0.6131,0.4204,0.171,-0.0265,98,42,16,13
B000IHYBT6,0.6315,0.742,0.7117,0.1281,0.1238,0.0233,210,120,102,37
B000IOM9VQ,0.6594,0.7893,0.721,0.1459,0.1201,0.1257,201,112,87,38
B000IONJHE,0.6676,0.6604,0.7457,0.1173,-0.0319,0.1758,201,103,69,88
B000LC4ZI0,0.7593,0.6873,0.4404,0.6001,0.2268,-0.2328,92,46,16,4
B000LE1DVK,0.5589,0.4609,0.633,0.2504,0.0068,0.1508,226,137,101,76
B000LW7N6G,0.608,0.7386,0.6764,0.1949,0.3051,-0.0957,116,47,48,11
B000LXH0AY,0.2284,0.2155,-0.0113,0.0917,0.0336,-0.1239,93,60,50,21
B000M341QE,0.4901,0.6727,0.4189,0.0058,0.1913,0.0125,447,247,258,68
B000M4RG0Q,0.6696,0.7002,0.6928,0.1528,0.0477,0.0151,147,64,65,58
B000M4RG4C,0.12,0.2537,0.2417,0.0249,0.1125,0.0105,160,81,58,33
B000MGB6N2,0.7125,0.9103,0.5392,0.0578,0.2299,-0.0992,359,177,182,67
B000MQCBSQ,0.9084,0.9615,0.7372,0.2847,0.0939,-0.0561,90,60,45,17
B000MR9D5E,0.7072,0.653,0.8945,0.1119,-0.0394,0.254,164,90,23,92
B000MRA58S,0.6542,0.6689,0.6435,0.2299,-0.0028,0.0046,155,104,65,25
B000MRA59M,0.669,0.8098,0.6236,0.1777,0.113,-0.0051,185,125,90,16
B000MXPE7Y,-0.1173,0.1748,0.3715,-0.1057,0.1807,0.1693,175,88,75,17
B000N6UF0G,0.7965,0.7828,0.9268,0.3642,0.0393,-0.0013,67,43,25,3
B000NE4SMO,0.3282,0.5175,0.537,0.1164,0.1266,0.0878,115,52,39,19
B000NOIX48,0.6453,0.7702,0.8823,0.0743,0.0841,0.1469,219,131,123,94
B000NQRE9Q,0.6579,0.8453,0.8624,0.2952,0.314,0.4825,321,63,23,65
B000NTPDSW,0.6109,0.7522,0.744,0.2455,0.1842,0.4013,213,60,28,43
B000NVI2GU,0.6423,0.5194,0.5692,0.4095,0.0083,0.0741,106,38,19,10
B000OVLBFS,0.7614,0.8635,0.7901,0.286,0.1433,0.0023,126,64,43,10
B000OVLBG2,0.8568,0.9031,0.7424,0.3423,0.288,-0.1339,115,58,47,9
B000OY8NII,0.7429,0.5259,0.2869,0.5531,0.1028,-0.0514,125,79,31,9
B000PE0G0A,0.2994,0.2187,0.2001,0.2068,0.0077,0.0228,97,54,31,30
B000QDLSR0,0.6795,0.4927,0.4255,0.4005,0.0002,-0.0018,115,68,34,20
B000QUEQ4U,0.6641,0.7487,0.5879,0.2576,-0.0034,-0.0616,125,77,39,18
B000QXDJLI,0.6034,0.6929,0.0335,0.4024,0.1485,-0.0257,163,65,24,4
B000R7HY0K,-0.033,0.1026,0.2223,-0.0387,0.1065,0.0863,190,102,86,40
B000RO6JZ4,0.8328,0.8067,0.4247,0.5015,0.149,-0.177,93,43,19,4
B000RXX5XE,0.5146,0.7338,0.6276,0.0315,0.2278,0.0448,251,111,110,36
B000T2MYZ8,0.6319,0.6959,0.7432,0.1074,0.141,0.0522,122,77,60,40
B000T9OP7G,0.759,0.7666,0.7594,0.2788,0.0344,-0.037,108,61,40,13
B000TGUUFA,0.8938,0.2876,0.2626,0.7045,-0.0654,-0.0906,106,43,18,8
B000TJ6PBU,0.3492,0.5596,0.3375,0.0109,0.1462,0.0284,271,136,109,48
B000TJBN7Q,0.1926,0.2645,0.3984,0.0735,0.0948,0.1811,197,99,63,45
B000TYV3C6,0.6029,0.5896,0.7937,0.1915,0.0073,0.3251,115,18,14,20
B000TZJBP6,0.2035,0.4579,0.242,0.0048,0.1853,-0.0032,166,97,74,10
B000U1ZV6M,0.8364,0.9337,0.3539,0.6877,0.3686,0.0359,87,19,5,3
B000UAE7O0,0.464,0.5258,0.539,0.1341,0.1289,0.1962,148,67,50,43
B000UY6OU6,0.8903,0.91,0.9133,0.4355,0.045,-0.0086,152,63,28,23
B000V86OKG,0.7599,0.7773,0.6143,0.349,0.0768,-0.0367,131,69,38,12
B000VKL6Z2,0.0766,0.0811,0.0433,0.0335,0.0423,0.087,435,232,173,75
B000VM8YCI,0.6058,0.8155,0.8125,0.2132,0.203,0.3339,299,52,36,50
B000VS20M2,0.4749,0.5158,0.7392,0.0716,0.0687,0.2751,352,138,86,126
B000VSDNF0,-0.2773,0.1742,0.5131,-0.2686,0.0724,0.3152,365,204,133,98
B000VWE5OY,0.4084,0.2058,0.3009,0.3105,0.007,0.0145,321,185,93,31
B000VXK6Z0,0.4942,0.8879,0.7761,0.2744,0.0088,0.7761,80,32,8,2
B000W07EKW,0.8334,0.9372,0.862,0.324,0.0784,0.4151,394,128,76,50
B000W668R6,0.6978,0.8512,0.8501,0.4245,0.2487,0.4396,295,69,28,37
B000W8KY0G,0.5732,0.938,0.3674,0.1118,0.012,-0.2434,68,40,18,12
B000WBZZ2A,0.7647,0.873,0.9298,0.1291,-0.0291,0.4601,109,26,12,24
B000WGVEAC,0.8619,0.8278,0.7222,0.4836,0.0036,-0.0068,91,61,28,16
B000WGWQG8,0.8005,0.8107,0.7225,0.3142,0.1476,0.0365,357,225,159,71
B000WGYMTM,-0.1869,-0.0303,0.3938,-0.072,0.0908,0.0626,188,88,70,22
B000WMA6H8,0.7668,0.5521,0.6848,0.4537,0.1902,0.2231,337,87,10,55
B000WMA6R8,0.5175,0.5169,0.4823,0.2239,0.13,0.0694,366,167,137,44
B000WMFZMY,0.6186,0.8507,0.8949,0.0503,0.1447,0.1532,115,61,49,48
B000WOQKD0,0.64,0.4759,0.7156,0.3729,0.0056,0.27,135,89,52,26
B000WSVBG2,0.552,-0.9273,-0.5391,0.6826,0.0103,-0.4554,83,30,4,2
B000X07TLA,0.594,0.0537,0.7378,0.5229,-0.0996,-0.056,86,48,14,5
B000X1CMXO,0.8646,0.8714,0.8642,0.3627,0.2046,0.231,333,84,53,42
B000X1CRY8,0.4117,0.4706,0.3049,0.2751,0.334,0.2921,98,28,28,6
B000X1Z0BU,0.7698,0.698,0.5489,0.2914,0.0289,-0.0644,220,132,96,40
B000X7SD6S,0.5304,0.4782,0.6582,0.242,0.106,0.2041,126,38,48,44
B000XA5K4I,0.4129,0.4739,0.5552,0.1307,0.088,0.0979,309,162,128,59
B000XT1P5C,0.862,0.9195,0.9408,0.4408,0.2766,0.1681,121,29,19,5
B000XUOIQY,0.8523,0.8806,0.9101,0.29,-0.0484,0.1311,191,102,46,69
B000Y5CHIE,0.9028,0.9392,0.4731,0.2206,0.1335,-0.0675,147,41,29,45
B000Y5JFNY,0.6494,0.9144,0.9163,0.3506,0.1412,0.3347,146,32,10,18
B000Y7U97I,0.0779,0.4135,0.1804,-0.0886,0.1814,-0.0714,159,84,82,34
B000Y7WGP6,0.5612,0.7005,0.57,0.0277,0.1029,0.0397,323,177,146,80
B000Y7ZBZS,0.7241,0.6256,0.4862,0.4767,0.0031,-0.0004,339,162,56,26
B000YAA2SQ,0.8492,0.845,0.9288,0.3161,-0.0157,0.0549,128,86,45,46
B000YAA68C,0.5317,0.446,0.5714,0.2025,0.0247,0.0683,338,194,146,55
B000YABIQ6,0.5081,0.5889,0.6798,0.1043,-0.0246,0.1312,239,144,93,69
B000YABV7W,0.3852,0.3876,0.4796,0.1709,0.0738,0.3336,200,82,67,30
B000YABYLA,0.5998,0.6755,0.4894,0.0574,0.0546,0.0609,466,332,288,45
B000YAF4MA,0.682,0.7408,0.4347,0.2362,0.1509,-0.0084,457,256,195,34
B000YAF4Q6,0.7116,0.9289,0.4853,0.2275,0.2057,-0.0106,121,38,28,8
B000YDJG0I,-0.0776,0.1433,-0.3188,-0.0072,0.1991,-0.0045,152,72,67,18
B000YDMIN0,0.4642,0.7111,0.6806,0.0502,0.1771,0.1143,154,94,79,30
B000YJOGDE,0.7058,0.5491,0.7781,0.2897,-0.0037,0.4228,100,35,30,22
B000ZECQ08,0.5462,0.5285,0.6013,0.3175,0.0745,0.1449,408,158,73,48
B000ZOXDG4,0.3317,0.505,0.7236,-0.0119,0.1276,0.2063,347,185,187,126
B000ZS8GWQ,0.3807,0.435,0.473,0.0042,0.1558,-0.0749,148,69,95,21
B00104AYSI,-0.1899,-0.1431,0.4913,-0.0617,0.0437,0.3293,122,61,45,9
B00104QSOC,0.5812,0.7915,0.7109,0.0998,0.1486,0.125,137,75,53,39
B00104QSOM,0.023,0.5646,0.5282,-0.1842,0.2722,0.139,440,243,240,91
B0010V4VK8,0.8807,0.911,0.9265,0.506,0.0605,0.3653,208,54,20,16
B0010X744G,0.6291,0.5662,0.744,0.2428,-0.0263,0.3051,158,94,53,30
B0010XB1WM,0.121,0.3279,0.4719,0.0261,0.1413,0.1075,109,59,30,11
B0010YSD7M,0.5196,0.7608,0.7543,0.2396,0.089,0.1534,236,136,52,39
B0010YVCB6,0.527,0.5719,0.0935,0.2299,0.2414,0.0196,260,95,87,16
B00113O7MM,0.6983,0.6944,0.7917,0.3146,-0.0269,0.0244,204,115,49,40
B00116GEHU,-0.0572,0.055,0.0294,0.0068,0.1061,0.1224,153,90,68,43
